==24018== NVPROF is profiling process 24018, command: ./mem_mem 2 0 278100
==24018== Profiling application: ./mem_mem 2 0 278100
==24018== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
ms,us,,,,,,,,B,B,MB,GB/s,,,,
508.794920,180.834000,,,,,,,,,,1.060867,5.729029,"GeForce GTX 950 (0)","1","13","[CUDA memcpy HtoD]"
508.976842,181.857000,,,,,,,,,,1.060867,5.696802,"GeForce GTX 950 (0)","1","13","[CUDA memcpy HtoD]"
509.159883,182.945000,,,,,,,,,,1.060867,5.662922,"GeForce GTX 950 (0)","1","14","[CUDA memcpy HtoD]"
509.169099,554.212000,1087,1,1,256,1,1,26,0,0,,,"GeForce GTX 950 (0)","1","13","kernel_vectorAdd(float const *, float const *, int, int, float*) [218]"
509.343948,182.626000,,,,,,,,,,1.060867,5.672813,"GeForce GTX 950 (0)","1","14","[CUDA memcpy HtoD]"
509.699631,550.244000,1087,1,1,256,1,1,26,0,0,,,"GeForce GTX 950 (0)","1","14","kernel_vectorAdd(float const *, float const *, int, int, float*) [225]"
509.726575,176.194000,,,,,,,,,,1.060867,5.879901,"GeForce GTX 950 (0)","1","13","[CUDA memcpy DtoH]"
510.251603,176.194000,,,,,,,,,,1.060867,5.879901,"GeForce GTX 950 (0)","1","14","[CUDA memcpy DtoH]"
