==28580== NVPROF is profiling process 28580, command: ./mem_mem 2 0 47700
==28580== Profiling application: ./mem_mem 2 0 47700
==28580== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
ms,us,,,,,,,,B,B,KB,GB/s,,,,
504.641741,31.969000,,,,,,,,,,186.328125,5.558396,"GeForce GTX 950 (0)","1","13","[CUDA memcpy HtoD]"
504.674926,32.417000,,,,,,,,,,186.328125,5.481579,"GeForce GTX 950 (0)","1","13","[CUDA memcpy HtoD]"
504.708591,33.056000,,,,,,,,,,186.328125,5.375616,"GeForce GTX 950 (0)","1","14","[CUDA memcpy HtoD]"
504.721551,126.018000,187,1,1,256,1,1,26,0,0,,,"GeForce GTX 950 (0)","1","13","kernel_vectorAdd(float const *, float const *, int, int, float*) [218]"
504.742863,32.481000,,,,,,,,,,186.328125,5.470778,"GeForce GTX 950 (0)","1","14","[CUDA memcpy HtoD]"
504.819153,123.938000,187,1,1,256,1,1,26,0,0,,,"GeForce GTX 950 (0)","1","14","kernel_vectorAdd(float const *, float const *, int, int, float*) [225]"
504.850034,31.808000,,,,,,,,,,186.328125,5.586530,"GeForce GTX 950 (0)","1","13","[CUDA memcpy DtoH]"
504.949940,31.424000,,,,,,,,,,186.328125,5.654797,"GeForce GTX 950 (0)","1","14","[CUDA memcpy DtoH]"
